Specimen,Collection,Kingdom,Classifaction,Class,Order,Common Name,Family,Species,Author,Year,Geological time,Location,lat,lon,color,BP (mb) Low,BP (mb) High,Wind Low (Km/hr),Wind High (Km/hr),Temp C Low,Temp C High,Percipitation (mm),Humidity High,Humidity Low,Habitat,Sex,Notes,Environment,Antenna,Antennules,Body Length 1 mm,Body Length 2 mm,Body Length 3 mm,Total Body Length,Fore Wing Area,Fore Wing Length01mm,Fore Wing Length02mm,Fore Wing Width01mm,Fore Wing Width02mm,Fore Wing Width03mm,Fore Wing Width04mm,Fore Wing Width05mm,Fore Wing Width06mm,Fore Wing Width07mm,Hind Wing Area,Hind Wing Length01mm,Hind Wing Length02mm,Hind Wing Width01mm,Hind Wing Width02mm,Hind Wing Width03mm,Hind Wing Width04mm,Hind Wing Width05mm,Hind Wing Width06mm,Hind Wing Width07mm,Fore Wing perimeter,Hind Wing perimeter,Wing Span,Number of Wings,Body Width01mm,Body Width02mm,Body Width03mm,Telson L,Telson W,Orbital,W. B-t orbitals,Chela L,Chela W,chela + immovable finger,movable finger,Librigena,Head thickness,Body Thickness 1,Body Thickness 2,Skull Length,Skull Hieght,Skull Width,Neck,Rib cage Length,Femur,Tibia,Foot Length,Foot Width,Humerous,Lower arm,Digits 1,Digits 2,Digits 3,Digits 4,Tail,Link to functions,Collector,Date,Data Collector,Date Entered
CMNHENT0043625,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,Damselfly,Coenagrionidae,Enallagma vesperum,Calvert,1919,Recent,"Holden Arboretum, Kirtland Twp., Lake Co., OH",41.82,-81.24,#94133f,1013,1020,0,24,8,24,150,97,53,NA,M,fog,Air,-1,-1,8.041721712,23.50516621,0,31.54688793,34.55943838,17.15248314,17.82479388,2.441127455,1.484733939,3.031398107,0.920686125,1.823312313,2.756061506,2.685421366,35.62856776,15.89310517,16.70620772,3.248266758,1.923190786,3.218349963,0.706346512,2.685897059,3.343648099,2.736131322,35.6890216,33.4868561,35.64958777,4,1.344621486,1.626205094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",9/15/1972,Alexandra Calvin,3/9/2017
CMNHENT0043626,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,Damselfly,Coenagrionidae,Enallagma vesperum,Calvert,1919,Recent,"Camp Whitewood, Windsor, Ashtabula Co., OH",41.5279,-80.9713,#94133f,1500,1500,150,150,19,27,3.63,150,150,NA,M,NA,Air,-1,-1,8.832927778,24.36940755,0,33.20233533,43.38226737,18.44258958,19.41238962,3.087972462,1.665722266,3.688615171,1.11111807,2.170077399,3.835778204,2.978453481,41.57238172,17.5838899,18.25579383,3.06895314,2.028196773,3.632986564,1.199259926,2.297701908,3.548985093,2.85406893,39.1284578,37.12179382,38.82477923,4,1.939600078,1.343807863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",7/24/1976,Alexandra Calvin,3/9/2017
CMNHENT0043627,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,Damselfly,Coenagrionidae,Enallagma vesperum,Calvert,1919,Recent,"Holden Arboretum, Kirtland Twp., Lake Co., OH",41.82,-81.24,#94133f,1017,1020,0,14,11,25,150,86,50,NA,M,NA,Air,-1,-1,8.222646821,23.64747085,0,31.87011768,43.69917593,17.93789944,18.36728199,3.348592664,1.716152676,3.686198021,1.246104394,2.25915887,3.523431158,3.18535665,39.63778303,16.77152749,17.62293651,3.146359848,1.634093741,3.431195182,1.114548728,2.484536334,3.532090822,3.182160145,37.81741991,35.62141267,36.73456399,4,0.858765102,1.702818037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",9/6/1972,Alexandra Calvin,3/9/2017
CMNHENT0043899,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,River Jewelwing,Calopterygidae,Calopteryx aequabilis,Say,1839,Recent,"OH, Geauga Co., Burton Twp., Russell Park",41.4228,-81.16,#694311,1500,1500,150,150,15,27,150,150,150,NA,M,NA,Air,-1,-1,15.2969607,36.14747972,0,51.44444043,276.9295619,36.93720603,38.0407248,9.247465932,6.199590092,9.953407335,3.609173617,7.948409039,10.13326531,8.142935935,275.4770674,35.36026644,36.66348782,9.769531733,6.16949208,10.28834307,4.309219011,8.334295561,10.46639702,8.427800713,81.89791055,78.32982341,76.0814496,4,2.207037549,2.606442762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",6/14/1980,Alexandra Calvin,3/9/2017
CMNHENT0044005,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,River Jewelwing,Calopterygidae,Calopteryx aequabilis,Say,1839,Recent,"Lake Erie, Cuyahoga River",41.5,-81.17,#694311,1020,1022,0,16,150,150,150,150,150,NA,M,NA,Air,-1,-1,15.04568934,38.08151374,0,53.12720307,246.3152523,35.47738165,37.51380412,8.173616137,5.916201465,8.910603999,3.394222166,7.762963108,9.136307719,7.812012551,236.4135996,33.84866342,35.67520126,8.037011348,4.835784853,8.892884606,3.009796197,7.189810914,8.879485306,8.207034291,77.88411161,74.94659755,75.02760823,4,4.072844933,3.653075667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",6/23/1978,Alexandra Calvin,3/9/2017
CMNHENT0044007,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,River Jewelwing,Calopterygidae,Calopteryx aequabilis,Say,1839,Recent,"OH, Geauga Co., Burton Twp., Russell Park",41.4228,-81.16,#694311,1500,1500,150,150,15,27,150,150,150,NA,M,NA,Air,-1,-1,14.81826344,37.88531595,0,52.70357939,253.235448,35.24578287,37.32154775,8.8452846,6.284529244,9.023219065,3.505392316,7.507771969,9.517809957,7.743016165,252.3215056,34.48892716,35.98380007,9.245337221,6.395509005,9.426383559,3.948925331,8.12027743,9.803697239,8.131695887,78.17834964,76.40513211,74.6430955,4,4.151529765,2.989745808,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",6/14/1980,Alexandra Calvin,3/9/2017
CMNHENT0043836,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,Damselfly,Lestidae,Lestes vigilax,Hagen in Selys,1862,Recent,"Kirtland-Chardon Road, near Holden Arboretum, Kirtland, Lake Co., OH",41.6001,-81.3105,#8d84c4,1012,1015,6,27,18,27,150,87,61,NA,M,rain,Air,-1,-1,11.42664131,30.74234906,0,42.16899037,75.96310982,24.40953202,25.3806306,4.277933254,2.487759683,4.942129832,0.786696216,3.415122567,4.985770676,3.760550097,69.32391251,23.58685641,24.64344915,4.06122017,1.892166717,4.450235844,1.33507061,3.175186441,4.620136194,4.066934708,51.45177184,49.64511927,50.76126121,4,1.942197172,2.11318549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",7/22/1963,Alexandra Calvin,3/9/2017
CMNHENT0043837,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,Damselfly,Lestidae,Lestes vigilax,Hagen in Selys,1862,Recent,"Kirtland-Chardon Road, near Holden Arboretum, Kirtland, Lake Co., OH",41.6001,-81.3105,#8d84c4,1021,1023,0,26,150,150,150,150,150,NA,M,NA,Air,-1,-1,9.996024258,36.04015046,0,46.03617472,95.12717218,26.60227591,27.38818263,4.566918738,3.004424614,5.230212136,1.280650561,4.061220647,5.287288987,4.89652682,86.59259646,25.46485852,26.45752518,4.601006676,1.9027694,5.249699368,0.742169584,3.501026313,5.296353919,4.646186682,56.85791836,54.52509477,54.77636526,4,1.571813444,1.985333317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",8/22/1973,Alexandra Calvin,3/9/2017
CMNHENT0043845,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,Damselfly,Lestidae,Lestes vigilax,Hagen in Selys,1862,Recent,"Camp Stigwandish, Lake Co., OH",41.7333,-81.0194,#8d84c4,1500,1500,150,150,9,23,150,150,150,NA,M,NA,Air,-1,-1,12.20080431,33.15735781,0,45.35816212,83.17166823,24.40648872,25.03339656,4.85113143,2.450158105,5.184154504,1.335071087,3.675237638,5.239670044,4.847617985,74.09093935,22.64489445,24.22859076,4.074533574,3.079699816,4.752857727,1.497830504,3.518223307,4.822017653,4.345038896,51.72883079,48.49359036,50.06679312,4,1.253815689,3.167392614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",7/14/1976,Alexandra Calvin,3/9/2017
CMNHENT0043848,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,Damselfly,Lestidae,Lestes rectangularis,Say,1839,Recent,Holden Arboretum Stibbins Gulch,41.6122,-81.3009,#b1762e,1021,1023,0,19,150,150,150,150,150,NA,M,NA,Air,-1,-1,9.765364432,39.26141716,0,49.0267816,77.03225704,23.25655556,24.32342798,3.982355862,2.927746581,4.755783399,1.468618815,3.367674733,4.479694019,4.104802364,66.73693084,22.86851269,23.67171542,4.134846358,2.380980944,4.019096379,0.944039083,3.113675454,4.688946789,3.424170882,49.55660729,48.0125668,48.64685596,4,2.133744829,1.606405459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",7/18/1973,Alexandra Calvin,3/9/2017
CMNHENT0043852,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,Damselfly,Lestidae,Lestes rectangularis,Say,1839,Recent,Grand River,40.2503,-83.0002,#b1762e,1500,1500,150,150,20,33,0.99,150,150,NA,M,NA,Air,-1,-1,12.0866431,36.58126779,0,48.66791089,72.07181561,22.44849456,23.17658417,4.338980436,3.119635685,4.617456552,1.180049746,3.789241044,5.007754024,3.567137835,68.36155047,22.10643801,22.72592123,4.13484729,2.871719284,4.437006859,1.146800858,3.502793139,4.670097821,3.667228433,47.89158107,46.76342409,46.35316835,4,1.456179226,1.238966432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",8/14/1975,Alexandra Calvin,3/9/2017
CMNHENT0043854,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Zygoptera,Damselfly,Lestidae,Lestes rectangularis,Say,1839,Recent,"Holden Arboretum, Kirtland Twp., Lake Co., OH",41.82,-81.24,#b1762e,1016,1019,8,19,150,150,150,150,150,NA,M,fog,Air,-1,-1,9.559275074,41.13496066,0,50.69423574,81.50374348,23.09928074,24.14280214,4.85272412,2.781399632,4.5536889,1.669766208,3.883613412,5.047454244,3.886004057,68.75607806,22.74660806,23.72290316,4.016404129,2.281423883,4.131850657,1.034740952,3.391026338,4.333273376,3.226423165,49.24538632,48.34964763,48.28560428,4,2.087042796,1.952590207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, T. E.",8/12/1975,Alexandra Calvin,3/9/2017
CMNHENT0044327,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Yellow-banded Bumblebee,Apidae,Bombus terricola,Kirby,1837,Recent,"Port Severn, ON, Canada",44.8044,-79.7167,#922789,1500,1500,150,150,150,150,150,150,150,NA,M,NA,Air,5.350516492,-1,7.094950629,7.736059898,0,14.83101053,27.11977609,12.79146472,-1,2.761722618,1.410915597,4.118646556,0.873196959,1.971937023,3.494605716,2.930654514,10.4786546,9.397745192,-1,1.381365031,1.114314002,1.731337042,0.541815263,1.209897804,1.55943001,1.536880177,27.91767364,19.67663021,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Zahrobsky, A. A. (Amelia A.)",8/25/1920,Alexandra Calvin,3/9/2017
CMNHENT0044333,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Yellow-banded Bumblebee,Apidae,Bombus terricola,Kirby,1837,Recent,"Euclid, OH",40.2503,-83.0002,#922789,1500,1500,150,150,5,19,150,150,150,NA,F,NA,Air,3.712112431,-1,9.104789739,10.21095101,0,19.31574075,30.62108506,12.37638368,-1,3.720842774,1.909135461,3.166739876,1.055049688,2.763678965,4.122468077,1.864994391,13.21326636,8.105384915,-1,2.053237589,1.223457897,2.406356224,0.629080084,1.6699215,2.39096868,2.185773069,27.93661551,18.87930653,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,,6/25/1979,Alexandra Calvin,3/9/2017
CMNHENT0044339,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Yellow-banded Bumblebee,Apidae,Bombus terricola,Kirby,1837,Recent,"Euclid, OH",40.2503,-83.0002,#922789,1500,1500,150,150,12,27,150,150,150,NA,F,NA,Air,3.57401329,-1,8.998857203,9.177547475,0,18.17640468,32.37392914,12.40938157,15.07903175,3.127421293,2.083473053,4.03418492,1.223456293,2.67318422,3.672327333,2.944736767,12.11728385,8.105636483,11.41146835,2.181078907,1.500474298,2.042221852,0.407539368,1.858776883,2.226207089,1.680937998,27.66456415,17.52111822,30.15806351,4,5.339300365,6.611663735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,,6/28/1979,Alexandra Calvin,3/9/2017
CMNHENT0044445,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Brown-belted Bumblebee,Apidae,Bombus griseocollis,DeGeer,1773,Recent,"Hanlin, PA.",40.3675,-80.4669,#224b63,1500,1500,150,150,150,150,150,150,150,NA,M,NA,Air,6.202758842,-1,9.805874266,8.26026595,0,18.06614022,39.97530757,14.56135907,-1,3.469187938,1.435453105,4.670537181,0.890161644,2.201711429,4.578434308,3.362376818,21.20636715,9.026223951,11.40250814,3.33501629,2.387003574,2.603434734,1.616112098,3.187661684,3.467564998,1.780321486,32.02830143,20.46342954,-1,4,-1,4.752568374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,3/17/2017
CMNHENT0044576,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Brown-belted Bumblebee,Apidae,Bombus griseocollis,DeGeer,1773,Recent,Wilmerding PA,40.3942,-79.81,#224b63,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,13.53739072,11.40027852,0,24.93766924,68.08043421,18.46094694,-1,5.047047491,1.802720953,6.048938806,0.947104654,3.020668842,6.947597597,3.817895885,32.1267328,13.43708421,-1,3.674623718,1.395853264,3.348516065,0.909480786,2.391702027,4.237742185,2.575969018,41.47342147,29.50489058,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky,7/14/1922,Alexandra Calvin,3/17/2017
CMNHENT0044580,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Brown-belted Bumblebee,Apidae,Bombus griseocollis,DeGeer,1773,Recent,"Cleveland, Ohio",41.4833,-81.6833,#224b63,1009,1015,10,32,14,31,150,72,35,NA,U,NA,Air,4.588387552,-1,10.92834418,8.583581332,0,19.51192551,49.90848554,16.43971647,18.91858913,3.678997245,2.013968259,5.360944283,1.156394658,2.806370329,5.304836023,4.015536072,26.9314863,11.1226703,14.10183966,3.711983101,1.948714243,2.918012201,0.792456881,3.287109743,3.833398062,1.9449175,35.76537052,24.63289375,37.83717826,4,4.957745307,5.958338716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Meszoros, G. (Gary)",6/20/1965,Alexandra Calvin,3/17/2017
CMNHENT0044586,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Brown-belted Bumblebee,Apidae,Bombus griseocollis,DeGeer,1773,Recent,"Aurora, Ohio",41.3175,-81.3453,#224b63,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,4.814063051,-1,8.603986771,8.343685586,0,16.94767236,32.61565912,13.47083041,-1,2.752588895,1.517014489,4.729301095,1.226206979,1.914474727,3.706497892,3.33531449,13.78776471,8.488486707,-1,2.549432357,1.51701431,2.062380427,0.790546008,1.948733128,2.271506865,1.447033989,29.46629631,18.22487005,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Pallister, J. C. (John C.)",7/13/1923,Alexandra Calvin,3/17/2017
CMNHENT0044588,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Brown-belted Bumblebee,Apidae,Bombus griseocollis,DeGeer,1773,Recent,Wilmerding PA,40.3942,-79.81,#224b63,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,4.27229069,-1,9.704160392,7.482350799,0,17.18651119,39.11894407,13.41942431,-1,3.504618868,2.153078035,5.478401087,1.383950855,2.963536815,4.977740696,4.069582667,20.29656146,9.875396833,-1,3.080323135,1.871754081,3.215785402,1.058892577,2.558068954,3.116512726,2.186960973,29.9831679,22.07364315,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/17/2017
CMNHENT0049006,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Megachilidae,Megachile sculpturalis,Smith,1853,Recent,"North Kingsville Sand Barrens, Ashtabula Co., OH",41.9058,-80.6906,#55979a,1012,1016,6,21,21,32,150,87,48,on common milkweed Ascelpies syriaca flowers,M,rain,Air,5.916338349,-1,7.943726406,8.12560267,0,16.06932908,25.0646454,12.64945417,-1,2.488871746,0.970113754,3.783071728,0.666952133,1.456432245,3.234025184,3.121225478,15.88322512,8.912086215,-1,2.462140769,1.774978219,2.384004862,0.901358981,2.223635493,2.711547333,2.093344046,26.63544509,19.45560481,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Lee, L. W. & Lee, H. J.",7/26/2002,Alexandra Calvin,3/17/2017
CMNHENT0049007,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Megachilidae,Megachile sculpturalis,Smith,1853,Recent,"North Kingsville Sand Barrens, Ashtabula Co., OH",41.9058,-80.6906,#55979a,1012,1016,6,21,21,32,150,87,48,on common milkweed Ascelpies syriaca flowers,M,rain,Air,7.150167557,-1,9.510726328,8.496162911,0,18.00688924,25.12137355,12.90336875,-1,2.38841707,1.222704693,3.485598475,0.719969717,1.992960953,3.077357402,2.716806529,13.77889145,8.598208588,-1,1.736325604,1.105496091,2.700175639,0.83812775,1.396204473,2.261496741,2.139258471,28.03932906,19.24475044,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Lee, L. W. & Lee, H. J.",7/26/2002,Alexandra Calvin,3/17/2017
CMNHENT0049009,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Megachilidae,Megachile sculpturalis,Smith,1853,Recent,"North Kingsville Sand Barrens, Ashtabula Co., OH",41.9058,-80.6906,#55979a,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,6.668686186,-1,11.6680096,11.34078984,0,23.00879944,47.3721181,15.86893009,-1,2.950483818,2.176853099,4.914189624,1.574100242,2.532794068,4.078604772,4.03875093,22.49495153,11.52408105,-1,2.33256269,1.030745596,3.39214657,0.57520632,1.716005309,3.253858032,2.015503876,35.01676373,25.42011721,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Pucci, T. (Thomas)",7/20/2007,Alexandra Calvin,3/17/2017
CMNHENT0047185,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Xylocopinae,Xylocopa virginica,Linnaeus,1771,Recent,Wilmerding PA.,40.3942,-79.8094,#45942e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,5.833595,-1,10.49611759,13.60407745,0,24.10019504,65.04291601,18.84162033,-1,4.470676906,2.77148404,4.841079734,1.765343168,3.153583968,5.36585863,3.551913219,29.47419354,11.24992155,-1,3.300899122,2.235651132,3.581732125,1.43583708,2.835383025,3.604879396,2.579439807,41.26887148,25.30494652,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/17/2017
CMNHENT0047191,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Xylocopinae,Xylocopa virginica,Linnaeus,1771,Recent,Wilmerding PA.,40.3942,-79.8094,#45942e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,4.652807989,-1,10.64603048,11.51672702,0,22.16275749,57.14675175,17.53730294,21.425934,4.955864899,2.410185656,4.096972223,1.600967261,3.646552116,5.013863695,2.926225638,27.48149697,11.21554734,15.35352999,3.69542256,2.228049388,3.279442272,0.771128117,3.369188532,3.921812436,2.437258482,38.0183003,24.94715008,42.85186801,4,7.777262137,8.275965309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/17/2017
CMNHENT0047195,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Xylocopinae,Xylocopa virginica,Linnaeus,1771,Recent,Wilmerding PA.,40.3942,-79.8094,#45942e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,6.57021734,-1,11.32307847,11.65019718,0,22.97327565,54.18688732,18.38656949,22.73205531,4.805247116,1.858776548,4.258690898,1.041490451,2.991708136,5.029584436,3.080518588,29.14340771,11.60372837,14.1246264,3.726643029,2.389680254,3.365839671,1.359221023,3.169749123,3.806398106,2.377205373,39.71172257,24.23959806,45.46411062,4,8.690971632,5.041796061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/17/2017
CMNHENT0047200,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Xylocopinae,Xylocopa virginica,Linnaeus,1771,Recent,Wilmerding PA.,40.3942,-79.8094,#45942e,1500,1500,150,150,150,150,150,150,150,NA,M,NA,Air,5.503304388,-1,11.83814942,13.61186897,0,25.45001839,55.03475859,18.19239136,-1,4.355100982,2.045731158,4.298946315,1.215047332,2.713908224,5.209222224,2.893810672,29.34333077,11.75872805,16.48370807,3.783162196,2.017472667,3.646269588,1.050312568,2.926573473,4.055472734,2.318252261,39.58153051,25.81951584,-1,4,-1,9.449960038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/17/2017
CMNHENT0049888,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Xylocopinae,Unidentified,Latreille,,Recent,"Ohio, Huron Co. Bronson Twp., Dublin Rd",41.1771,-82.6013,#ff9485,1017,1021,0,14,16,28,0.25,96,44,NA,U,NA,Air,1.64341456,-1,3.860536261,3.319094662,0,7.179630923,5.514723015,5.347412734,-1,1.378913875,0.714737106,1.773894673,0.422940797,1.042584317,1.704449567,1.134638147,1.823714311,3.175962059,-1,0.800069757,0.365831334,0.898647358,0.332159996,0.607335155,0.926193672,0.436986051,11.64240681,6.996006169,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,,6/9/2002,Alexandra Calvin,3/17/2017
CMNHENT0049903,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Xylocopinae,Unidentified,Latreille,,Recent,SC. Newberry Co. Sumter N.F. Brickhouse Camp,34.4561,-81.7075,#ff9485,1014,1021,0,11,18,24,21.08,100,71,NA,U,rain,Air,1.126532335,-1,3.713267507,3.330286848,0,7.043554355,4.226009769,4.487636681,-1,1.280601651,0.766523373,1.466222713,0.419063493,1.003498394,1.566118864,1.195846717,2.221624105,3.605920703,-1,0.830499027,0.562117481,0.8431751,0.291324194,0.742732839,0.914310578,0.654669423,9.79914245,7.824377558,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Pucci, T. M. (Thomas M.)",5/1/2004,Alexandra Calvin,3/17/2017
