Specimen,Collection,Kingdom,Classifaction,Class,Order,Common Name,Family,Species,Author,Year,Geological time,Location,lat,lon,color,BP (mb) Low,BP (mb) High,Wind Low (Km/hr),Wind High (Km/hr),Temp C Low,Temp C High,Percipitation (mm),Humidity High,Humidity Low,Habitat,Sex,Notes,Environment,Antenna,Antennules,Body Length 1 mm,Body Length 2 mm,Body Length 3 mm,Total Body Length,Fore Wing Area,Fore Wing Length01mm,Fore Wing Length02mm,Fore Wing Width01mm,Fore Wing Width02mm,Fore Wing Width03mm,Fore Wing Width04mm,Fore Wing Width05mm,Fore Wing Width06mm,Fore Wing Width07mm,Hind Wing Area,Hind Wing Length01mm,Hind Wing Length02mm,Hind Wing Width01mm,Hind Wing Width02mm,Hind Wing Width03mm,Hind Wing Width04mm,Hind Wing Width05mm,Hind Wing Width06mm,Hind Wing Width07mm,Fore Wing perimeter,Hind Wing perimeter,Wing Span,Number of Wings,Body Width01mm,Body Width02mm,Body Width03mm,Telson L,Telson W,Orbital,W. B-t orbitals,Chela L,Chela W,chela + immovable finger,movable finger,Librigena,Head thickness,Body Thickness 1,Body Thickness 2,Skull Length,Skull Hieght,Skull Width,Neck,Rib cage Length,Femur,Tibia,Foot Length,Foot Width,Humerous,Lower arm,Digits 1,Digits 2,Digits 3,Digits 4,Tail,Link to functions,Collector,Date,Data Collector,Date Entered
CMNHENT0021038,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula arenaria,Fabricius,1775,Recent,"Port Severn, ON, Canada",44.8044,-79.7167,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,M,NA,Air,8.163681229,-1,6.465465601,8.262094255,0,14.72755986,24.50456466,11.57417955,-1,3.069865063,1.481477116,3.206257744,0.953296145,2.25111018,3.242052484,2.844164364,7.084869306,7.406316032,-1,1.273192634,0.729976129,1.540827867,0.509743037,1.032981314,1.504884759,1.279393258,25.1363649,15.55071099,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Zahrobsky, A. A. (Amelia A.)",7/23/1920,Alexandra Calvin,3/23/2017
CMNHENT0021087,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula arenaria,Fabricius,1775,Recent,"Cleveland, Cuyahoga Co., OH",41.4994,-81.6956,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,7.628097288,9.995350379,0,17.62344767,33.18868777,13.3673248,16.2031017,3.342016691,1.598391171,3.493300593,1.167261751,2.403835251,3.924999856,2.869326339,12.91144161,8.592491746,11.11700759,2.272976811,0.898449563,2.336219123,0.634260166,1.656342041,2.414784885,1.880822408,29.33660437,18.58973835,32.4062034,4,5.671553806,5.049031698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"K., R. F.",9/9/1929,Alexandra Calvin,3/23/2017
CMNHENT0021089,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula arenaria,Fabricius,1775,Recent,"Cleveland, Cuyahoga Co., OH",41.4994,-81.6956,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,4.925476676,-1,8.298333245,9.1682547,0,17.46658794,29.20406812,12.29856205,-1,2.870015753,1.640738986,3.978735263,0.94704915,2.181782933,3.749350063,3.35088419,9.585643058,7.721415032,-1,1.666264903,1.162732998,1.695689535,0.643550717,1.611948984,1.674162409,1.135182395,27.57958201,16.22535954,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"K., R. F.",6/15/1930,Alexandra Calvin,3/23/2017
CMNHENT0021110,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula maculata,Linnaeus,1763,Recent,"Cleveland, Cuyahoga Co., OH",41.4994,-81.6956,#7b841a,1500,1500,150,150,150,150,150,150,150,NA,F,NA,Air,5.414867316,-1,10.89681788,13.08792892,0,23.9847468,52.31645036,17.3037266,-1,4.285486907,2.071381204,4.866704554,1.128188296,3.015242838,4.906249313,3.668265403,17.06093326,9.707968972,-1,2.257838456,1.761688255,2.126369088,1.207256348,1.941553793,2.280796664,1.828912116,37.38442745,21.03239536,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"K., R. F.",5/10/1931,Alexandra Calvin,3/23/2017
CMNHENT0021122,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula maculata,Linnaeus,1763,Recent,Wilmerding PA.,40.3942,-79.8094,#7b841a,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,6.042695201,-1,9.143548743,8.748040463,0,17.89158921,25.60919974,13.59514093,-1,2.631967996,1.220835618,2.688489552,0.829761516,1.786594659,3.26394707,2.07042619,9.205120698,8.197988452,-1,1.559970651,1.140399008,1.481476327,0.669665676,1.489026049,1.546382889,1.296291992,28.91147947,17.178423,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/23/2017
CMNHENT0021130,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula maculata,Linnaeus,1763,Recent,Wilmerding PA.,40.3942,-79.8094,#7b841a,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,4.396789273,-1,8.131350395,7.97220799,0,16.10355839,27.83826851,12.19652569,-1,3.164851855,2.035087111,2.980042456,0.986611836,2.43761815,3.52356421,2.360928194,8.295032415,7.974773663,-1,1.47880305,1.007119874,1.364694798,0.601165237,1.39716948,1.31648386,1.154194283,26.5721029,16.3783354,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/23/2017
CMNHENT0021133,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula maculata,Linnaeus,1763,Recent,"Washington Co., PA",40.3753,-80.5003,#7b841a,1500,1500,150,150,16,30,150,150,150,NA,U,NA,Air,4.82526269,-1,7.970138763,8.628642541,0,16.5987813,22.80374796,11.81346887,-1,2.688489732,1.38055014,3.426203444,0.802283897,1.889915708,3.308100715,2.615882047,8.047063703,7.848402226,-1,1.382935576,1.287102582,1.424283475,0.626940757,1.197932982,1.424283485,1.277329409,25.22256745,16.59583242,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,,7/14/1931,Alexandra Calvin,3/23/2017
CMNHENT0021527,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula maculata,Linnaeus,1763,Recent,"Rocky River, Cuyahoga Co., OH",41.54,-81.66,#7b841a,1014,1017,10,29,18,30,150,80,55,NA,U,NA,Air,7.915025252,-1,8.498415629,9.791102442,0,18.28951807,38.86488987,15.22573159,17.60872223,3.201109631,1.891659523,4.468403618,1.38198174,2.506972856,3.885991812,3.563762674,16.57291029,9.193468409,11.96263915,2.978935404,1.275780893,2.651438069,0.477684526,2.07138186,2.909043584,1.925179228,32.75199166,19.61873585,35.21744446,4,4.765981279,5.538341479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Stevens, L. E.",8/13/1965,Alexandra Calvin,4/14/2017
CMNHENT0018464,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Sawfly,Symphyta,Unidentified,,,Recent,"Francis E. Warren Air Force Base, Laramie Co., WY (Ft. D. A. Russel)",41.1328,-104.8672,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,13.85513028,-1,10.20166163,23.49250431,0,33.69416594,90.2537178,22.59417102,24.71369803,4.937627342,3.487903448,5.479141593,2.451936331,4.121672691,5.978789374,4.166205951,67.98556564,14.03630638,16.29881324,5.705734294,6.666328605,4.394472008,5.886161431,6.205145845,5.209220177,2.989996099,49.31763737,35.50603234,49.42739606,4,4.239054021,4.525013739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,,9/5/1906,Alexandra Calvin,4/14/2017
CMNHENT0018476,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Sawfly,Symphyta,Unidentified,,,Recent,Cleveland Museum of Natural History,41.5115,-81.613,#ff9485,1021,1023,8,34,17,26,150,150,150,NA,U,NA,Air,7.790458883,-1,9.646021288,17.25491295,0,26.90093424,72.96235626,20.21185982,22.61778354,4.2879477,3.305707598,4.614633411,2.687753755,3.777039081,4.939738754,4.106469023,37.50173434,12.75779884,15.11269674,3.450370927,3.70511568,3.196782232,2.688489717,3.271818284,3.343003213,2.50828762,44.0045214,29.04552477,45.23556708,4,4.811847445,4.709795793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Bradly, K.",8/7/1974,Alexandra Calvin,4/14/2017
CMNHENT0018514,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Sawfly,Symphyta,Unidentified,,,Recent,Wilmerding PA,40.3942,-79.81,#ff9485,1500,1500,150,150,150,150,36.07,81,58,NA,U,NA,Air,10.24855249,-1,7.40827542,18.53670757,0,25.94498299,52.72335098,16.29729657,18.48370193,3.958627284,2.72600539,4.797372433,2.033789456,3.34201678,4.831480877,3.414635102,34.9020358,10.81328261,12.70480689,3.595450103,3.77703926,3.450371851,3.123320311,3.742307805,3.559874337,2.833011431,37.5211949,26.58147945,36.96740387,4,4.372810733,3.783048567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Taggart, C.",6/26/1912,Alexandra Calvin,4/14/2017
CMNHENT0018515,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Sawfly,Symphyta,Unidentified,,,Recent,Wilmerding PA,40.3942,-79.81,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,11.44430582,-1,8.141077899,23.86856661,0,32.00964451,65.20150813,18.20327831,20.46478108,4.398189526,2.797404389,5.338823332,2.218056482,3.308100596,5.593041526,4.141648762,40.57230561,11.57662832,13.95492476,4.539710522,4.056053074,3.701554457,2.905642159,4.536804283,4.192293917,2.793629779,40.26865242,27.57857254,40.92956216,4,4.523005543,4.756592883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,,8/1/1913,Alexandra Calvin,4/14/2017
CMNHENT0018568,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Sawfly,Symphyta,Unidentified,,,Recent,Wilmerding PA,40.3942,-79.81,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,8.909244505,-1,13.09978198,33.15626124,0,46.25604322,122.221658,27.86973563,31.11729094,5.660453233,3.625119744,5.616631809,3.035257045,4.165960908,6.530688019,4.213432784,67.76103454,17.69397656,20.36439529,4.265186995,5.456642385,3.441741963,4.758075319,4.122918076,4.212216024,2.490929992,60.69173809,40.54324866,62.23458188,4,6.495110621,5.340837464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,4/14/2017
CMNHENT0062370,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Hoverfly,Syrphidae,Temnostoma excentricum,Harris,1862,Recent,"Wilmerding, Allegheny Co., PA",40.3908,-79.8103,#51a299,1500,1500,150,150,150,150,150,150,150,NA,F,NA,Air,2.304371443,-1,10.82328394,8.946224035,0,19.76950798,45.01279443,15.39359411,-1,4.351658793,3.351984728,3.721669929,1.3155054,4.00903943,4.10201315,2.919180687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.59205854,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,4/14/2017
CMNHENT0062389,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Hoverfly,Syrphidae,Temnostoma excentricum,Harris,1862,Recent,Wilmerding PA,40.3942,-79.81,#51a299,1500,1500,150,150,150,150,150,150,150,NA,M,NA,Air,1.26291661,-1,8.732029887,8.402479263,0,17.13450915,28.23626121,11.93339959,-1,3.633052911,2.56591944,2.942238716,1.508359746,3.262763895,3.365674864,1.929820902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.76237946,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,4/14/2017
CMNHENT0062391,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Hoverfly,Syrphidae,Temnostoma excentricum,Harris,1862,Recent,"Wilmerding, Allegheny Co., PA",40.3908,-79.8103,#51a299,1500,1500,150,150,150,150,150,150,150,NA,M,NA,Air,1.801853067,-1,9.109610486,7.913470848,0,17.02308133,32.47547477,12.31075274,-1,3.931187293,2.574786548,3.19552654,1.612894318,3.563265508,3.619821365,2.121678224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.9249048,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky,6/15/1913,Alexandra Calvin,4/14/2017
CMNHENT0062471,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Hoverfly,Syrphidae,Syrphus vittafrons,Shannon,1916,Recent,Wilmerding PA,40.3942,-79.81,#c3c7b9,1500,1500,150,150,150,150,150,150,150,NA,F,NA,Air,1.027353593,-1,6.404053127,6.430035375,0,12.8340885,23.1969394,10.62225297,-1,3.190016249,2.902835431,2.602280784,0.980021317,3.405241033,2.911328627,1.769993898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.7938507,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,4/14/2017
CMNHENT0062478,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Hoverfly,Syrphidae,Syrphus vittafrons,Shannon,1916,Recent,Wilmerding PA,40.3942,-79.81,#c3c7b9,1500,1500,150,150,20,24,0.43,150,150,NA,M,NA,Air,1.027673314,-1,6.554139932,5.87801921,0,12.43215914,20.22244894,9.886248127,-1,3.135782448,2.843972315,2.386184301,1.082755892,3.003571138,2.722136631,1.648933169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.15783105,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,,7/1/1929,Alexandra Calvin,4/14/2017
CMNHENT0062483,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Hoverfly,Syrphidae,Syrphus vittafrons,Shannon,1916,Recent,"Hunting Valley, Ohio",41.4892,-81.4017,#c3c7b9,1008,1014,14,37,150,150,150,150,150,NA,U,NA,Air,0.908897948,-1,6.560787615,6.789903099,0,13.35069071,25.97230431,10.79902075,-1,3.375521405,2.845518629,3.003569818,0.987742775,3.300898279,3.315402828,2.079996433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.13813709,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Teraguchi, S. E. (Sonja Edith)",7/12/1976,Alexandra Calvin,4/14/2017
CMNHENT0055604,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Horse-fly,Tabanidae,Tabanus atratus,Fabricius,1775,Recent,"West 97th Street, Cleveland, Cuyahoga Co., OH",41.4892,-81.4017,#bc3e19,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,1.543418721,-1,12.97294364,12.53145102,0,25.50439466,155.9301453,24.994553,29.75853244,7.958498498,8.00047474,6.517945196,5.365212424,8.756944551,7.397542502,4.518412699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.53077472,-1,59.51706488,2,9.527958881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Pallister, J. C. (John C.)",8/3/1922,Alexandra Calvin,4/14/2017
CMNHENT0055605,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Horse-fly,Tabanidae,Tabanus atratus,Fabricius,1775,Recent,"Wilmerding, Allegheny Co., PA",40.3908,-79.8103,#bc3e19,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,3.119852217,-1,10.41207354,10.52994568,0,20.94201922,76.09973528,17.31378886,20.66507703,5.61862378,5.794563898,4.291575144,4.423654447,6.170562438,5.03501659,3.345571961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.94285184,-1,41.33015406,2,6.702576348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,4/14/2017
CMNHENT0055606,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Horse-fly,Tabanidae,Tabanus atratus,Fabricius,1775,Recent,"OH, Geauga Co., Chester Twp. Westchester trail",41.517,-81.386,#bc3e19,1011,1013,10,21,19,28,150,87,56,NA,U,rain,Air,2.628681379,-1,13.87895763,13.62300253,0,27.50196016,162.8183632,24.28865708,29.829148,8.878783611,8.284586354,7.038274084,5.079432377,8.849565091,8.096219495,4.962092767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.74463192,-1,59.65829599,2,11.08098184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Currutt, D. A. (Dennis A.)",8/20/1970,Alexandra Calvin,4/14/2017
CMNHENT0055608,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Horse-fly,Tabanidae,Tabanus atratus,Fabricius,1775,Recent,"Wilmerding, Allegheny Co., PA",40.3908,-79.8103,#bc3e19,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,12.49183861,9.154590827,0,21.64642944,102.0442574,20.60018481,-1,7.194077286,5.946391832,5.990987105,2.566799458,7.08491242,6.652805203,3.54036773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.39727512,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,4/14/2017
CMNHENT0056000,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Horse-fly,Tabanidae,Tabanus sulcifrons,Macquart,1885,Recent,"Euclid, Cuyahoga Co., OH",41.5931,-81.5267,#f8b0d8,1011,1017,6,24,14,21,2.79,100,70,NA,U,"rain, fog",Air,1.388708642,-1,9.181619118,8.636997436,0,17.81861655,49.83304652,13.45246946,-1,4.926037439,4.456240965,3.86361712,3.287485037,4.771730736,4.56452851,3.05821717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.18088387,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,,7/9/1952,Alexandra Calvin,4/14/2017
CMNHENT0056002,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Horse-fly,Tabanidae,Tabanus sulcifrons,Macquart,1885,Recent,"Cleveland, Cuyahoga Co., OH",41.4994,-81.6956,#f8b0d8,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,2.040088801,-1,11.09031599,10.27606395,0,21.36637994,79.85679299,18.61546376,21.89614537,5.455634487,5.369979125,4.649204876,2.878875375,5.612076123,5.090750705,3.373885581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.56085874,-1,43.79229074,2,6.561363218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Kukowitch, R. F. (R. Frank)",8/4/1928,Alexandra Calvin,4/14/2017
CMNHENT0056993,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Horse-fly,Tabanidae,Tabanus sulcifrons,Macquart,1885,Recent,"OHIO: Vinton Co. Vinton Twp., Vinton Furnace Exp. Forest Watch Rock A",39.161,-82.634,#f8b0d8,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,9.378190995,8.357883538,0,17.73607453,55.47664305,14.93522306,17.42383392,4.713579871,4.238344363,3.984018157,2.420622889,4.806448084,4.574323912,2.78516379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.16969158,-1,34.84766784,2,4.977221726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Horn, D. J. (David J.)",6/16/1999,Alexandra Calvin,4/14/2017
CMNHENT0056997,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Horse-fly,Tabanidae,Tabanus sulcifrons,Macquart,1885,Recent,"OH, Vinton Co. Arch Rock",39.1144,-82.223,#f8b0d8,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,1.772035426,-1,10.49770907,7.722266697,0,18.21997576,62.07708273,16.49126347,-1,5.281724076,4.31905376,4.399917845,1.759312391,5.118626427,4.998687756,3.399612843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.25286221,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Horn, D. J. (David J.)",6/12/1997,Alexandra Calvin,4/14/2017
CMNHENT0063614,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Crane fly,Tipulidae,Tipula (Nippotipula) abdominalis,Say,1823,Recent,Wilmerding PA,40.3942,-79.81,#b3887e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,4.041930334,-1,8.48716224,20.80997675,0,29.29713899,94.96938852,23.84860534,-1,5.680333802,3.819566281,5.880381079,1.218138775,5.028278075,6.0170876,4.739974461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.09833531,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,4/14/2017
CMNHENT0063616,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Crane fly,Tipulidae,Tipula (Nippotipula) abdominalis,Say,1823,Recent,Wilmerding PA,40.3942,-79.81,#b3887e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,3.253541102,-1,8.949047966,30.01448467,0,38.96353264,164.8393513,32.88120515,-1,6.987454384,3.983516877,6.516895259,1.270269234,6.74451946,7.410547142,4.641949632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.00127487,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,4/14/2017
CMNHENT0063617,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Crane fly,Tipulidae,Tipula (Nippotipula) abdominalis,Say,1823,Recent,Wilmerding PA,40.3942,-79.81,#b3887e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,3.673386051,-1,8.290626518,25.96920733,0,34.25983385,122.9310478,28.84326753,30.06017276,6.538104163,3.883775375,6.400343812,1.104969362,5.375633181,6.938522309,5.232815956,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.85111585,-1,60.12034552,2,2.433810458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,4/14/2017
CMNHENT0063676,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Crane fly,Tipulidae,Tanyptera dorsalis,Walker,1848,Recent,Wilmerding PA,40.3942,-79.81,#e12762,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,3.90284802,-1,6.544915054,11.11001305,0,17.6549281,50.00331578,15.86896278,17.48213502,4.818242427,3.2942865,4.022556234,0.933443887,4.230415251,4.456240811,2.901279566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.82599117,-1,34.96427004,2,3.226344472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky,6/3/1905,Alexandra Calvin,4/14/2017
